_key	2020-11	2020-10	2020-09	2020-08	2020-07	2020-06	2020-05	2020-04	2020-03	2020-02	2020-01	2019-12	2019-11	2019-10	2019-09	2019-08	2019-07	2019-06	2019-05	2019-04	2019-03	2019-02	2019-01	2018-12	2018-11	2018-10	2018-09	2018-08	2018-07	2018-06	2018-05	2018-04	2018-03	2018-02	2018-01	2017-12	2017-11	2017-10	2017-09	2017-08	2017-07	2017-06	2017-05	2017-04	2017-03	2017-02	2017-01	2016-12	2016-11	2016-10	2016-09	2016-08	2016-07	2016-06	2016-05	2016-04	2016-03	2016-02	2016-01	2015-12	2015-11	2015-10	2015-09	2015-08	2015-07	2015-06	2015-05	2015-04	2015-03	2015-02	2015-01	2014-12	2014-11	2014-10	2014-09	2014-08	2014-07	2014-06	2014-05	2014-04	2014-03	2014-02	2014-01	2013-12	2013-11	2013-10	2013-09	2013-08	2013-07	2013-06	2013-05	2013-04	2013-03	2013-02	2013-01	2012-12	2012-11	2012-10	2012-09	2012-08	2012-07	2012-06	2012-05	2012-04	2012-03	2012-02	2012-01	2011-12	2011-11	2011-10	2011-09	2011-08	2011-07	2011-06	2011-05	2011-04	2011-03	2011-02	2011-01	2010-12	2010-11	2010-10	2010-09	2010-08	2010-07	2010-06	2010-05	2010-04	2010-03	2010-02	2010-01	2009-12	2009-11	2009-10	2009-09	2009-08	2009-07	2009-06	2009-05
courage	5		1				1		2		2			1	1			2	1		1			1	4		1			1			2	3				2	1	2		1					1					1						1	1	1								1	1	1	2	3	1				2	1	1		2			1	1	1	2		4	1	3			3		3	1					2																																					
much	14	29	21	17	16	22	17	11	13	8	9	17	19	16	33	28	43	17	28	12	11	9	26	21	14	9	9	26	18	22	20	16	12	11	12	12	16	14	12	7	7	2	4	7	4	3	6	5	7	4	4	7	10	9	8	3	10	11	13	22	21	21	12	10	5	4	11	15	3	13	11	12	8	17	7	9	8	13	9	9	13	6	8	11	7	8	26	9	18	11	34	16	17	7	8	4	14	21	5	11	3	3	8	2	5	2	2	1	2	3			2														1												
truth	2	1	2		1	1	1	4		1	1		3	3	1	4	3	3	3	3	2		3	3				2	1	1				1		1	1	2		2				1		2	1			5					1			2	3	4	6	10	2	7	40	8	2	6	2	4	2	1	1	4	4		1	5		6	4	1	4	1	4	4	5	3	5	1	2	3	5		2	2	4	5		2	2					4		1																															
go	10	18	20	9	10	11	8	4	17	8	9	14	15	18	13	8	16	12	12	7	5	6	14	7	13	11	8	11	10	16	4	5	7	4	5	5	5		4	2	12	2	1	1	2		2	2	4	7	5	2	12	1	9	12	12	4	9	10	9	19	11	14	20	13	17	14	7	9	34	10	7	9	18	10	10	11	6	15	5	4	12	10	17	13	22	16	16	8	21	14	19	17	11	9	11	27	9	7	3	1	4	2	1	3	1	1	3	4	2	1																2	1										
weekend	3		1	1	2	1	1	1		1		1		1		3	3	1	2		2	1	4				1									1	2		1			1	1			1			1		2				1	1			1			2	1	2	2		1	5	5	1	4	3	3		6	1		2	2	2	2	3	1	1	1	1		1	1	2	4	3	4	1	1	3	1	2		4	2	4	2	1	1	1		1	2				1			2								1	2		1									1			
worse	4	9	3	1	4	3	2	7	6	1			2	4	2	7	3	2	7	5	3	1	6	1	1	1	3	7	1	1		2		1	1			4	1		1	1		1	2	2	1	3	1	3	1	2	8		1	1	4	2	1	2	4	1	1	1	2		3	2	1	1	1			6	1	3	1	5	1	2	2	2	1	1	2	2	6	2	5	1	5	2		4	1	2	3	2	2	1	3	1	1	2		1		1				2																											
dead	8	2	2	1	2	1			3	1	2	1	2	2	1	1	2	2		2			1	1	2			2		1		4	2	2	2				1		2	4	5	3			1	1	1				4	2		3	3	1		1	2	2		1		2		2					1	1				1	1	1	2	1	1	1	6	3	2	1	2			2	3	2	1	1	2	4	1		1				1		2	2																															
still	5	5	2		4	3	1		3	5	2	4	1	4	3	6	3		3	2	3	2	4	3	1	3	2	6	1	2	2	2	2	2			1	1	1		2	1		1	1	3	1		2		2	1			2	3	2	3	4	7	9	9	2		6	2	6			6	9	3	5	7	3	2	4	2	5	8	2	1	3	2	4	5	3	9	2	1	8	6	8	3	9	3	8	15	3	6	2		2	3	2	1	2	1	1	1		1	1																										
get	30	66	33	14	14	18	34	26	26	16	16	24	32	41	23	20	25	20	25	25	16	10	14	29	43	17	24	18	18	26	18	15	5	11	11	5	12	10	13	6	12	9	3	7	6	2	5	7	11	36	11	10	13	7	17	14	16	31	25	27	21	24	10	19	31	31	33	38	22	19	36	30	26	13	18	14	26	33	19	23	15	14	18	8	13	23	21	29	34	19	31	30	27	24	24	15	21	30	17	18	7	6	7	10	8	12	6	19	8	4	2	5	2		1									1	1														
fantastic	2	4	6	1	3	4	8	2	2	5	3	7	5	1	2	3	3	8	6	1	2	2	3	2	7	7	2	10	1	4	2	2	1	1	1	1		2	4	3	1	3		1			1	1	2	1	3	2	4	1	2	2	3	1	5	9	5	10	4	9	4	1	10	10	4	3	2	7	5	3	8		7	8	7	3	2	7	3	7	8	6	3	6	8	4	3	5	6	6	4		4	5	5	8	1	1	2	1		1				1			2		1			1		2			2	2	1	2	3	4			1								
alternatives	2							1						1																															1																																							1																																																							
late	7	3	5	5	1	1	5	5	5	2	4	1		1	1	3	1		1		3	1	1	1	1	1		1	2	1	1			1			1	2													2	1						3	1	3		1	1	1	1		2				5		1	3	2	1	2	1	2	5			2		3	2	5	2	4		2	1	2	2		1		2	2			1	3			2		1		2	1								2				1													1			2
great	60	129	107	87	68	114	110	78	94	93	79	68	88	107	79	119	120	74	105	68	47	38	63	64	76	102	56	88	76	80	70	62	38	43	56	45	63	53	67	44	40	34	21	25	33	24	26	22	39	43	44	30	48	41	56	58	53	64	76	90	107	141	64	49	103	85	118	112	47	37	121	62	71	61	75	32	45	112	68	99	48	51	58	47	55	69	87	98	89	58	112	115	112	88	76	56	55	104	38	36	26	21	25	10	13	19	11	23	1	7	11	2	7	1	2	1		1		3	3	1	2	3	2	3	2	7	2	1								1	2
roger	1	1		2	4	2	4	1		6	4		1						1				3	1						1								1	1				2														1							1											2								1	1				3			1	1			1			2		1		2																																					
ailes	1	1			2		1																																																		1		1			1		1																			1	1				4			1	1																																															
seriously	3		1		1	1	2		1		1					2			1		1			1			1			1																			1		1	2				1						2			1	1	3	1	1	1	3	2	4	4	5	1	2	1	4			2	1	1		1		2				3	1	3		1				1					1																																		
missed	1		1					2			1		1		1		4				2	1		2	1			1	1					2	2					1							2	1			1			1		1	2	1			1	1	1	1	1					3	3	1	1	2	3		1			2	2		2	1				1	1	1	1	1	1	1		1	1	2	1			2	1	2	1	1	1				1	1	1			1																							
legal	13		2			1	1			2	3		2	3	3	1	1	1		4	1	1		3	3	3		2		4	1		2	2	1	1									1	1			1				2	2					2	1	1	2			9		1			1		3		1				1	2			1						1	1		1	1	1		1	1					2	1						1																															
votes	52	3		1	1		3	1	3	7	1	4		1	2	1	4		1	3		1		11	9	2		1	1	8	2		1	3	2	1		2	5		7	3	2				1	4	1		2		1	5	8	5	2	6	3							2			1		1	1	1	1				1														1	1	1			2	3	1	1					1		1																																
lot	5	6	6	1	4	4	4	1	3	4	5	2	2	5	5		5		4	1	1	1	5	1	1		4	2	2	1	1	1	2	2		1		1	1	2	2			1		1	1		1	3	1		3		2		2	4	1	4	1	6	2	2	4	4	6	10	3	4	2	2	5	6	4	5	4	9	6	2	6	1	1	6	3	5	1	3	6	6	5	6	2	6	4	1		15	5	1		1	1	2				2				1											1		1										1				
total	9	48	35	29	11	50	34	17	8	18	7	14	3	15	7	5	14	5	13	5	9	4	6	7	11	21	11	27	17	9	1	6	3	5	5	1	3	5	3	1	1	1	1	2	3	2	4	1	5	4	4	1	8	2	3	2	7	11	10	9	9	8	6	7	3	4	7	8		2	2	2	2	7	2	3	5	3	3	2	1	3	3	8	10	4	5	10	3	5	7	3	5	5	5	12	7	8	3	4	2	1	5	1	2		3	2					1																										
fraud	23	2	7	5	2	2	8	5			4	2	2	16	3	3		1		6		2	2	3	2	3		4	3						1	2					1						2		3	5			3	2	5		2	5			1				1						1		1						1					2	2	1				1		1						5		1	1	1		1			1	1			1		1																										
statehouse	1																																																																																																																																										
republicans	7	17	3	8	2	5	11	3	8	5	12	14	17	25	12	6	6	12	10	9	10	6	5	7	8	9	4	1	7	17	5	5	3	18	11	10	4	5	5	1	17	2	4	4	3	1	3			1	1	1	2				1	1		3	4	2		2	4		7	11	1	1	1	1	6	1	1		1	2					3		6	5	2	1		1		1	5	13	30	15	7	2	11	2			3		4	2	2	2	4			4	2			1																							
proud	3	8	1	4	3	8	13	3	3	4		2	6	3		3	6	2	4	3	3		2	6	3	4	2	3	1	4	3	2	1	1	4	4	2	5	5		3	3		2	2	1	1		2	3	1	1	9	3	2	3		3	3	4	2	3	2	5	7	2	6	2	3	1	6	3	1		2	1	4	2		3	3	5	1	1	1	2	3	5	1	5	4	3	4	6	2	3	3	2	1	5	1	1	1	2	1	2		2			3	1	1	1									1		1			1		1				1					
strong	3	21	18	9	10	28	10	21	18	18	14	16	5	6	14	16	7	9	14	2	8	5	8	9	12	26	8	19	14	17	4	6	4	3	6	4	5	3	2	5	5	1		3	1		3	2		1	3	2	2		4	1	7	4	3	2	8	6	5	2	9	4	9	5	5	1	9	4	10	4	3		2	11	3	5	2	2	1	2	1	4	8	7		2	1	7	4	1	1	1	6	1		5	1		2	1	4		3	1	1		1	1																											
honest	2			2		3	2	1						3		1				2	1	1			1	2	1	2	1			2										1			2					2				1			1		1	5	1	1			5	1	2	3	3	1		1	1	1		2		4	1					1	2	2	4	1	2		1	3	5					3																																									
let	22	17	15	11	9	6	20	6	3	6	7	5	8	13	8	13	8	2	5	6	6	5	5	6	7	5	3	6	4	7	6	4	2	2	2	3	4	1	3		7	2	2	1	2		2	3	5	11	1	4	5	1	5	3	8	7	9	6	13	5	4	4	35	15	17	21	7	4	10	10	5	5	6	1	7	5	2	4	1	4	5	5	9	9	4	9	2	2	9	9	8	5	5	1	10	16	5	4		1	3	2	1	2		3			1	1	2																			1							
travesty	2												1	1				1																		1																														1								1		1														1							2													1																													
stand	8	11	5	4	4	6	5		3	2	6	1	1	5	3	5	2		5	3	5	1	2	2	3	2	2	2	5	2	4	3		2	1	1	3	6	5		1		2	4					1	1	1		1	2	2	1	2	3		3	3	4			10	2		4	1		2		1			1	1	3	1	1	1			2		2	1	3	1	3	1	1	1	3	3	1	1			1			1	1			1		1	1	2																												
thanks	6	2	6	3	2	3	5	1	4	5	4	2	4	2	1	2	6		2	3	1	2	1	4	5			3	2	1	2	2		3		1	2	2	3	3	1				1		2	2	2	1	1	3	1	5	8	4	2	1	2	14	17	47	14	11	15	27	31	32	17	18	43	19	34	21	37	23	47	82	48	54	39	26	45	23	23	57	74	107	96	43	124	113	183	279	159	58	50	33	10	2	1	3	2			1		2			1	2			1																							1	
saw	1	2		1		1	2						2	2	4	4	2				2	1		2	1					1		1											1				3			1	1	2	2	1		1	1	1	3	1	3	1		1	4	1	2	4	1		5	3	2	4	2	3	3	6	3	2	1	3	1				2	5	1	5	5	1		1	1		2	4								1				1																		1			1								
vote	68	138	46	17	11	15	17	6	9	16	8	11	27	31	13	4	6	4	12	4	15	2	1	9	53	35	4	15	15	17	5	4	4	5	4	10	8	6	6	3	10	6	1	6			3	5	14	35	6	6	7	6	9	15	19	30	12	15	15	27	10	13	25	31	43	31	26	7	30	35	24	33	20	5	11	30	10	12	9	9	11		2	9	5	10	6	5	5	1	3	5	3	2	21	10	1	1	5		4	2	1	5	1	4			2		1	2	2						1						1												
tabulations	1																																																																																																																																										
way	12	29	24	13	19	15	15	13	25	17	9	15	9	20	23	18	18	17	14	8	5	1	13	16	17	10	12	8	12	10	8	7	4	7	4	5	3	4	12	1	1	8	1	3	6	1	4	3	4	6	4	3	6	8	4	4	11	7	15	13	9	12	8	8	11	10	15	10	10	8	17	16	4	6	12	7	9	15	13	9	13	4	6	9	6	7	17	14	11	9	10	10	11	5	7	2	6	6	5	4	4	4	1	2	1	2	4	1		3	4	3								2							1												1
got	14	17	10	13	14	13	15	10	10	8	11	15	10	24	17	15	12	6	7	7	12	4	7	4	3	1	5	11	6	11	5	3	2	3	2	2	2	3	1	4	4	3	1	1	1		2		2	7	2	2	7	2	4	1	10	12	8	12	7	12	4	15	13	8	14	7	4	4	17	8	4	8	6	7	9	20	5	7	3	9	13	8	8	7	11	8	13	4	10	10	10	5	6	9	5	7	2	4	2	2	4		2	2	2	1					1				1		1									1											
life	5	12	18	5	5	13	3	4	8	1	5	3	1		1	1	1	4	9	4	3	3	1	3	3	4	2	1		3	7	5	1	3	5	5	5		1	1	2		2		1	2			1	1	1	2	1		3	1	1	2	1	3	2	4	2	1	6	4	5	8	3	10	7	6	4	6	1	3	9	8	3	5	5	3	6	7	4	5	5	6	12	4	7	9	9	5	6	7	2	2	1	4		2	1	3			1					1																										1	
general	5	3	4	2	2	5	8	4	8	1	2	4	1	4	5	5	2	2	8	4	4	1	2	12	11	2	13	4	3	3	3	2	1	3	1	3	3	3	5	2	3		1	1	2	6	6	1	6				5	2	1	1	2	3		1		2			1	1				1				3	1	3	2	4				1		2	1	2	3	6		3	3		2		1	3	1		1	1		2		1																																			
flynn	2	1		1	2	2	4	3	1					5				1	1					3								1				3							1		1								2																																																																																						
people	46	71	52	46	41	54	66	38	45	25	26	42	39	53	40	49	62	45	48	42	30	28	44	54	40	46	34	41	31	48	33	45	13	22	23	20	22	25	38	14	19	15	3	3	4	16	23	10	11	25	22	20	35	22	15	13	35	38	33	41	38	32	14	29	60	25	26	25	9	12	28	16	11	22	16	14	18	27	17	15	18	8	19	22	20	22	34	21	26	23	49	49	34	27	21	16	25	28	16	15	3	5	4	8	7	7	7	13	1	2	2	2	3	1			1		1						1										1				
tonight	5	13	14	2	1	5	8	2	6	11	4	2	1	9	8	8	5	3	9	3	5	4	1	1	9	10	7	7	8	1	1	4	2		1	1		4	1	3	3	1		2	3	4	7	3	4	14	10	10	12	8	9	10	12	17	23	19	19	28	16	18	10	3	6	17	8	25	68	4	6	6	1	1	1	4		1	6	1	2	3	8	9	7	8	5	1	12	33	21	11	2	8	2	33	4	3		6	8	3	2	4	6	3	2	6	1	4	2	1	3	4	8	1	2	3	4	4	5	2		4		2								1			1
job	14	21	22	22	14	26	34	24	22	11	14	14	17	25	11	18	22	20	17	14	10	9	7	11	15	22	12	18	9	14	10	17	6	6	5	4	2	12	11	7	3	2	1	2	4	4	3	1	3	6	6	5	13	7	11	6	5	10	6	8	15	21	9	12	14	5	16	18	3	5	16	8	8	8	9	4	10	13	8	8	6	6	8	4	9	11	17	22	10	6	10	13	24	8	7	7	7	12	14	12	9	5	9	5	2	8		2	4	2	4	1	1		2								1	1		1			1										
mark	4	1	3	3		3	1	2	3	2	3		7	2	4	5	6	3	6	1	4	1	2	1	2	1	1	1	1	8				2												1	1	1			1	1					1	1				3	2		1	1	2	2	2		2	1		2	1	2	1	2		3	2		2	1		1	6	4	4		4	8	13	2	2		3						5			1											1	1						1							1								
win	37	37	28	13	15	17	11	4	16	14	13	17	9	23	14	20	10	11	15	10	5	8	9	7	6	3	3	26	12	20	10	4	6	4	8	7	7	1	4	2	6	5	4	4	2	5	4	2	16	12	4	2	5	5	7	10	15	22	14	9	10	22	13	8	10	12	15	11	8	16	25	10	6	5	8	6	8	9	7	12	4	1	2	4	4	6	6	9	10	4	7	13	7	12	2	8	8	28	5	5		5	4	2	4	3	2	1	1	1	1													2	1		1			1									1
corrupt	13	29	5	4	13	12	10	5	9	10	10	10	17	22	12	10	4	16	2	9	11	1	1	3	1	3	2	8	3	1	8	3		1	6		2												1	5	1	3	2	3	1	1	1			1		1		1	2		2	2	1	2						2				1				1		1															1	1			1				1																														
data	3				1	1										1					1		1												1											1								1	1																	1			2					1				1						2			1				1	1											2																														
group	2	1	3	3	3	3	1		2		1			1	3		2		3	1	1		1	2			1	1		2	1	1		2	1											2				1		1	1	1		1	3	3	1	1	2	1	1	2	1		2	3			1	3	1			1				2	1	2		1	1		1	1			1	2	3	3					1							1		2				1																1											
exposes	1	1																																																												1																				1					1											1				1			1																																		
wide	3					1		1		1	1	1				2	1																																											2		1	1	2			1		1					2			2							1																										1		1																											
spread	2	1		1	1		2	4	1	1						2																		1				1			1									1	1								1								1			1				1	1	2				3	1																	1		1										1																													
mail	11	6	10	11	12	9	14	3																																									1	2	1		3		2				1	2	1																				1																							1																																			
ballot	17	6	21	4	1		2	1						1		1	1				2					1					1			1																					1	2	1	1			2	1			1		1	1			3	1	3	1				1										1	1		1																	2																															
honor	4	13	10	6	1	5	8	2	5	7	1	2		4	6	4	3	11	12	3	5	5	2	6	8	11	11	4	9	4	14	12	6	5	11	8	8	4	12	3	6	7	9	8	5	2	2	1		1	4	3	3	1	6	2	1	3	7	4	5	2	6	6	3	2	3	5	1	2	3		4	3	2		3	2	1	3				2		4		4	5	3	6	5	3	5	2		1	4	4	1	1	1	1			1															2					1													
announce	4			2	2	1	8		1	2			1		1		8	1	1	2	1	3		5	1				1				2		2		3	1							2				1	2	1		1						1			1	1			1	6	10	4	4	2	3	1		2				1	1	4		1		2	1	1		1		1		1					1						1							1																		1										
michael	1			2		9	1	3	7		4	2	1	4		1	2	3	2		9	2	5	8	1	1		3	1	2		5		1	2			1			1			1								1	4		3		1		1						1			4			1		1	1		1						2	2					1		1	1	1	4	5	1	6	1	1	1	3		1				2																					1											1	
granted	1	1								1						2	1		1										1		1									1																																			1			1									1	3				1		2							1					1																																	
full	3	8	2	2	4		2	2	11	2	2	4		4	2	4	3	4	5	6	1	2	1	4	1	7	4	7	13	6	5	5	1	3	3	2	1	1	2	5	3	4	1	1	2	1	4	1		2	3	1		1		1		2	1	3	5	2		2	2	2	2	3		2	3	2	2	3	3	2	2	1		1			1	1	1	2	2		2	1		8	1	1	2	2	1	1	2				2	1	2	2			2	1							1										1												
pardon	2								2							1				1	3									1	1	1								1	1																																																			1																																															
congratulations	1	4	16	10	11	9	10	3	5	7	4	9	5	10	12	8	12	5	16	9	2	2	6	6	9	5	3	17	12	13	12	5	2	4	4	6	3	2	2	1	5	5	6	3	1	7	1	4					1	5	2	3	1		3	2		5	4	1	1	1	1	6		5	5	6	10	8	4	4	5	7	2	5	5	2	2	4	9	2	5	2	5	10	6	4	4	3	7	5	6	9	5	16	7	5	6	3	2	2	3	3	1				1	2	1					1	1			2			2												
wonderful	4	8	5	4	7	8	4	5	9	10	4	6	1	12	5	4	9	9	9	5	3	2		9	3	7	3	9	4	6	4	4	2	5	3	5	6	9	3	2	4	1	3	2	3	3	4	5	2		7	3	3	2	4	4	3	8	6	4	11	7	4	8	4	2	4	5	2	5	9	3	8	1	1	2	2	3	7	1	2	2	5	4	5	3	2	1	2	5	3	5	3	3	2	4	4	2	3	3	3	3	3		1	2		1		1			1												1		1					1							
family	8	17	4	1	6	4	4	4	4	4	6	3	4	8	4	3	5	6	2	1	3	4		6	4	7	3	3	2	5	1	5	2	3	1		1		1	1	1	2	1		1		1		4		1	2	1	1	1	3		5	5	5	15	4	3	1	7	1		5	3	2	6	7	2	2	4	2	1	3	4	1	4	1	3	3	7	2	1	1	3	4	7	10	2	4	1	3	5	3	8	1	3	2	1	1		2	2	2	1			1					1	1					1					1											
know	8	10	14	5	7	12	9	8	9	9	6	13	20	8	10	13	19	7	15	11	12	3	12	15	10	1	12	16	5	8	10	4	3	2	4	2	6	5	3			2		2		4	2	4	3	3	7	7	6	4	1	1	6	5	5	7	12	8	8	4	30	10	23	20	16	12	20	9	5	13	18	7	9	28	7	19	13	6	10	7	4	15	14	15	14	10	19	21	16	18	10	4	15	10	10	5	1	2	3		1	5	3	3	1		1		2								1																		3
truly	3	3	1	1		1	5	1	4		4		3		3	4	5	3	3	9	3	1	6	4	2	1	2	5	8	10	6	3		3	1	1	4		3	2		1	2	1	1	1	2	1	1	1	4	1	1	1	1		4	1	2	2	1	3	5	4	8	3	4	8		2	6	2	3	4	1	2	3	3	4	6	2	2	2		2	1	5	3	3	2	2	6	6	1	4	2	2	1	1	1	2					1	2		2																1														
speaking	1	1	1		1		2	3	1	1	1		1		1	1	4	3		1	1				1	1	1	3		2	1		1				1	1		1	2					1	1		1	2			1	3		1			2	3	1	5	2	5	11	8	4	6	1	1	4	1	4	3	1		1		1	1	2	1	1			1	2		1	1		2	5	2		1	1	1	2	2			1	5	1	1				1	1							1	1																				
important	10	8	8	6	7	13	11	3	10	2	4	5	6	11	9	8	7	8	4	7	5	7	4	8	6	3	3	3	7		2	2	3	3	4	3	4	4	3	1	1		1	3		1	1	2	4	1	2	1			2			2	3	2	2	4	1		3	3	2	3	2	1	1	2	5	3	3	1	3		1	2	4	3	3	5	1	3	4	4	4	1	3	6	4	1	1		4	3	2		1	1	1	1		2	1	2	1	2			1																										
pennsylvania	46	44	19	3	3		16		2	1		6	1	1	1	2	5	2	11	3	1				1	12	2	6	1	1	2		4	4	1			1			1	1		3				3	9	10	2	4	10	1		14	2						3				1					1		3	2			1	3				1				3	1	1								1				1	5		1	1																																		
state	24	30	25	28	15	18	30	17	13	18	14	3	12	18	13	9	23	6	16	12	9	9	8	3	14	31	11	21	4	9	11	10	10	6	3	6	6	4	6	10	4	4		5	3	1	2	7	7	12	4	6	4	3	1	8	7	6	6	7	5	7	4	6	2	8	5	3	1	1	2	3	5	5	2	3	4	2	1	3	4	5	6	5	5	5	1	2	6	2	1	4	3		2	1	4	7	2	2	3		2	3	4	2	4	2	1			1																											
senate	7	6	1	3	4	9	2	1	4	8	23	28	1	6	1	2	9	5	5	1	4	12	7	12	14	3	7	16	1	8	5	3	3	3	3	10	7	4	3	4	13	5	3		1		2	3					3	1	4		2	2	1			1	4		1	1	1	1					4	4	4	1	1	2	1				2		4				1			1	1	1			1	2	1	3					2	2																																	
hearing	2	1	1			2	1				4	5	5	2	2	1	2	2					1		1		1	2		2		1	2					1	1	2		1		1									1					1				1			1		5	2	3	1	2	2	1	1	3		3	2	1	2		1	2	1		1	1	1			2	1	1	2	1	1	1	2																																									
process	4	3	1	1	1	4	1			1	4	8	12	10	3		2	3	3	3	1			1		2	1	2	3	2	1	4		2	2		2	2	1	1			1		1	1			1			1						3		1							1	1		1		1		1				1									1					2					1																																										
talking	2	2	4	2	3		2	3		3	2	1	1	2	7	3	5	4	2	3	1	3	2	2	2	3	1	2	6	5	1	4	1	1		1	1	3	1	3	4		1	1	1	1		3	1	3	1	1	1	2	1	2	2	3	2	8	4	4	6	4	10	2	5	2	3	2	7	1	3	3		1	1	2	2			2	1		1	1	5	5	2	2		4	1	1	1	1	1	8	1	1	2			2	1	1		2	1			1					1																						
massive	9	9	6	2	9	3	6	1		2	4	4	4	8	2	6	3	1	5	5	1	1	3	3	5	8	1	1	2	7	7	3	6	3	8	9	7	9	4	2	1	2	2		2		6	2		5	4	2	5	2	1	2	4	6	9	5	3	2	3	2	4			1	1	2	1	1	2	2	4	3	1	2	3	5	5	2		4	4		1	1			6	2		1	2	1	3	4	1	3	1	2	1	2		1	1																																
voter	13	5		3	1		3	3		1			1		1	2	1						2			1					1				3						1						1		2	10								5	3	2			1		1													1									1											3			1	2		1	1			1																															
took	8	5	2	5	1	5	1	1	4			4	2	4	4	3	7	3	4	3	2	2	1	2		3	8	4	3	6	2	1	3	1	1	1	5	1			1	2	1					1		1	2		2	4			1	2	1	3		1	1	1		1		2	1	1	1		1			1		2	1	2		2			3	1			1		1		3	1	1		4	2	2		1	3		1		1		1				1	1																										
place	12	5	9	5	7	5	6	1	3	8	4	7	6	5	1	5	10	1	4	5	4	1	4	3	3	4	2	4	4	6	8	7	2	2	2	2	4	4	3	4		4	1	1		2	2		4	1	1	1	4	3		2	1	3	1	9	5	6	4	1	11	4	6	1	4	4	3	5	5	7	6		7	11	12	4	2	2	2	7	5	6	2	6	2	7	5	9	5	4	4	4	4	5	3	3	1	1	3		1				1																		2	1											
rudy	3										1			1										1			2																									1				2																						1																						1																																							
giuliani	4													1										1			1																									1																										1				1						1												1																																							
right	6	15	11	6	5	10	7	8	4	6	6	6	10	10	7	12	11	9	7	14	5	6	9	10	2	6	5	7		9	3	6	6	4	6	3	6	2	3		3	4	2	1	2	1	3	2		3	2	1	2	11	1	1	6	6	4	6	12	13	6	8	20	14	12	20	15	13	28	13	11	29	12	6	10	17	5	5	4	2	5	3	14	4	18	10	12	6	15	10	14	19	10		8	12	6	3	5	6	1	4	1	5	7	3		2	2	4	1				1		1								2												
losers	1	2				1	3	2	1		1	1	2		1	2		2			3		1					1		1					1																1				2		1		1		2	1	2			4	7	5		1	2	3			4	1	3	5	3	1	2	1	1	2	2		2	1	4	7	11	12	6	6	5	2		1		1		1	2			1						1																											
suckers	1																																																							1																1		1																																																																	
statement	3		5	2		3	3	2		2	3	3	5	15	8		3	5	2		3	1		3		2	6	10		1	2				2		3	2	1	1	1	4		1		2	3			3	1	2	3	2	2		4	1	4	4	3	1	1	1	5	4	2			1				1	2	1	2	2		1					2	3	3					2		2	1	2	4	2	1	2	1	1	1					3																															
heroes	4	5	4	1	1	1			1		1	2			2				3	2		1	1	1	6	1	1	2	3	2	6	1	1	1	1	3		3	1	3	2	1	1	3	2			1			1			1	1					1			1	1	2							1						2								1			1						1		1	2																																									
proven	2	2	2	4	1	1	2	1		2	1	2	1	2			1	1	3	1	2		1	1	1		1					3	1		1			1												3			3	1	2		1	1			2		1		2	1				1		1			2	1	1	1		2			1	1	2			1			2						1		1			1			1		1																																
fabrication	1													1	1									1				1																			1			1								1			1																																																																														
lie	2	1	5	2	1	2		1			2	2	3	2	2	1	1		2	2	4	1	3	3	2	1	1	3			2	2	1			1		1	2	2			2	1		2	2		1	4	1	2	2	3	2		1	5	1	3	1	2	1	2	1	1				2	1		1					3		3				3	6	2		3			1	3		1	2	1	2			4	2																																						
anonymous	1	3	1			2		1				1	2	1							1						4	5	3				2																			1																											1		1											1								1																																							
fabricator	1																																																																																																																																										
major	2	6	3	4	5	5	3	4	1	4	3	2	4	6	2	5	4	3		3	4	2	5	6	6	3	1	6	3	3	1	2	1	1		1	6	1	2	4	1	1	2	1	2	2	2		3	2	2	2	2	1	1	3	2	5	2	6	1	3	2	3	2	7	1	4		1	2	1	1	3		2	3	1	4	4	3	2	1	4	1	7	1	4	3	4	6	4	5	4	1	1	6	7		3	3	2	1	3	1	4	2	1	1	1	1																												
sleaze	1								1														1																																			1						1																								1											1																																								
went	5	7	4	2	3	4	5	1	2	3	2	2	3	4	4	5	8	4	2	1			2	1	1	2	2	5			1	1	1		4	2	1	1		1	1				1	1	2			1		1	1	1	2		2	6	1	5			4	1		3		1		1	2	3	2	1	3	3		2	1	2		2		1	1	2		2	5	5	5	4	8	9	4	6	3	4	4	1	1	1	2		1	1	1																	1															
forward	4	4	4		3	2	2	5	2	6	2	3	6	5	8	12	5	7	5	5	3	6	6	11	6	7	6	13	6	8	5	9	7	4	1	3	5	2	3		4	2	4	6	2	3	6	2	1		2	4	5	1	4	1	7	3	7	8	2	7	11	4	8	6	17	9	9	11	19	13	10	5	6	3	3	7	6	5	3	12	9	4	3	5	2	3	5	7	5	6	12	11				13	2	3	1	2	3	3				1		3	1	1												2			2	1	1										1
despite	1	3	5	4	2	3	2	1	2	3	3	8	6	5	6	10	4	10	3	8	5	1	2	6	1	2	3	2	1	1	5	6	1	1	3	3	1	1	2	1	2	3		2	3	1		1	1	2	1		3		2	1	2	1		3	2	1	3	2	2				1		2		1	2	1						1	1		1	2				1		1	2	1	3	1		1	2	3						1	1						1																											
witnesses	1	1	2							2	7	7	10				1					3			1		2								1	1																								1																																																																															
contrary	1		1					1								1									1																												1				1																																			1		1																																													
